"NUMBER","DRIVER_NUMBER","LAP_NUMBER","LAP_TIME","S1","S2","S3","KPH","ELAPSED","CLASS","TEAM","AVG_TRACK_TEMP","YEAR","TIRE_TYPE"
27,1,18,88.746,33.124,34.612,21.01,146.1,1650.328,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,19,88.575,33.115,34.801,20.659,146.4,1738.903,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,20,88.854,33.737,34.542,20.575,145.9,1827.757,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,21,88.514,33.246,34.753,20.515,146.5,1916.271,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,22,89.048,33.016,35.343,20.689,145.6,2005.319,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,23,88.025,33.048,34.422,20.555,147.3,2093.344,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,24,88.448,33.259,34.528,20.661,146.6,2181.792,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,25,101.583,33.473,41.056,27.054,127.6,2283.375,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,26,153.187,58.394,63.822,30.971,84.6,2436.562,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,27,90.291,34.377,35.02,20.894,143.6,2526.853,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,28,89.171,33.311,34.76,21.1,145.4,2616.024,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,29,88.123,33.474,34.127,20.522,147.1,2704.147,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,30,87.765,33.135,34.067,20.563,147.7,2791.912,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,31,93.79,33.2,37.288,23.302,138.2,2885.702,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,32,133.313,49.469,54.187,29.657,97.3,3019.015,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
50,2,1,89.068,33.656,34.82,20.592,145.6,89.068,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,2,86.165,32.375,33.674,20.116,150.5,175.233,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,3,85.601,32.112,33.436,20.053,151.5,260.834,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,4,85.372,31.995,33.426,19.951,151.9,346.206,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,5,85.504,32.159,33.333,20.012,151.6,431.71,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,6,85.618,32.106,33.389,20.123,151.4,517.328,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,7,85.566,32.225,33.212,20.129,151.5,602.894,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,8,85.491,32.251,33.219,20.021,151.7,688.385,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,9,85.914,32.323,33.378,20.213,150.9,774.299,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,10,86.065,32.379,33.461,20.225,150.7,860.364,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,11,86.391,32.413,33.721,20.257,150.1,946.755,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,12,86.356,32.596,33.601,20.159,150.1,1033.111,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,13,86.477,32.597,33.489,20.391,149.9,1119.588,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,14,86.683,32.723,33.664,20.296,149.6,1206.271,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,15,86.795,32.745,33.694,20.356,149.4,1293.066,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,16,87.667,32.65,34.697,20.32,147.9,1380.733,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,17,88.047,32.796,34.484,20.767,147.3,1468.78,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,18,88.58,32.894,34.389,21.297,146.4,1557.36,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,2,19,161.903,32.778,34.63,94.495,80.1,1719.263,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,1,20,94.945,39.086,35.255,20.604,136.6,1814.208,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,1,21,90.311,32.94,36.334,21.037,143.6,1904.519,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,1,22,89.333,33.767,34.974,20.592,145.1,1993.852,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,1,23,88.914,33.448,34.955,20.511,145.8,2082.766,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,1,24,89.082,33.392,35.068,20.622,145.6,2171.848,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,1,25,105.951,33.862,45.635,26.454,122.4,2277.799,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,1,26,155.929,58.734,66.36,30.835,83.2,2433.728,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,1,27,88.783,33.457,34.831,20.495,146,2522.511,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,1,28,88.659,33.134,35.03,20.495,146.2,2611.17,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,1,29,88.328,33.087,34.612,20.629,146.8,2699.498,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,1,30,88.188,33.067,34.573,20.548,147,2787.686,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,1,31,96.742,33.377,38.237,25.128,134,2884.428,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
50,1,32,134.022,49.721,53.723,30.578,96.7,3018.45,"Pro","O'Gara Motorsport / Change Racing / USRT",102.22,2022,"Pirelli"
53,1,1,93.693,36.93,35.933,20.83,138.4,93.693,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,2,88.386,33.396,34.359,20.631,146.7,182.079,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,3,87.476,32.704,34.292,20.48,148.2,269.555,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,4,87.161,32.691,34.159,20.311,148.8,356.716,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,5,87.572,32.719,34.494,20.359,148.1,444.288,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,6,87.072,32.548,34.032,20.492,148.9,531.36,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,7,87.463,32.793,34.197,20.473,148.2,618.823,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,8,87.329,32.765,34.022,20.542,148.5,706.152,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,9,87.778,32.877,34.402,20.499,147.7,793.93,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,10,88.058,33.136,34.52,20.402,147.2,881.988,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,11,88.262,33.07,34.685,20.507,146.9,970.25,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,12,88.156,33.093,34.553,20.51,147.1,1058.406,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,13,89.248,33.122,34.743,21.383,145.3,1147.654,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,14,88.315,33.045,34.381,20.889,146.8,1235.969,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,15,89.316,33.593,35.066,20.657,145.2,1325.285,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,16,88.035,33.022,34.467,20.546,147.3,1413.32,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,17,162.882,33.105,34.756,95.021,79.6,1576.202,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,18,94.314,38.935,34.758,20.621,137.5,1670.516,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,19,88.396,33.04,34.755,20.601,146.7,1758.912,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,20,89.822,33.211,35.422,21.189,144.4,1848.734,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,21,91.925,33.662,36.659,21.604,141.1,1940.659,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,22,88.927,33.38,34.993,20.554,145.8,2029.586,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,23,89.367,33.764,34.916,20.687,145.1,2118.953,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,24,92.064,33.666,35.914,22.484,140.8,2211.017,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,25,100.207,38.251,39.594,22.362,129.4,2311.224,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,26,132.113,43.986,58.903,29.224,98.1,2443.337,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,27,90.769,33.788,35.854,21.127,142.8,2534.106,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,28,88.775,33.368,34.638,20.769,146.1,2622.881,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,29,90.026,33.405,35.473,21.148,144,2712.907,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,30,88.95,33.244,34.711,20.995,145.8,2801.857,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,31,92.823,34.313,36.562,21.948,139.7,2894.68,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
53,1,32,131.385,51.284,50.671,29.43,98.7,3026.065,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
71,1,1,90.638,34.859,35.462,20.317,143.1,90.638,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,2,86.864,32.369,34.283,20.212,149.3,177.502,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,3,86.246,32.141,33.769,20.336,150.3,263.748,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,4,86.201,32.112,33.822,20.267,150.4,349.949,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,5,86.093,32.165,33.707,20.221,150.6,436.042,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,6,86.704,32.452,33.913,20.339,149.5,522.746,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,7,86.832,32.575,33.961,20.296,149.3,609.578,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,8,86.641,32.522,33.737,20.382,149.7,696.219,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,9,86.893,32.486,34.013,20.394,149.2,783.112,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,10,86.565,32.5,33.7,20.365,149.8,869.677,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,11,87.251,32.708,34.072,20.471,148.6,956.928,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,12,87.448,32.897,34,20.551,148.3,1044.376,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,13,87.718,33.168,33.983,20.567,147.8,1132.094,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,14,88.134,33.131,34.333,20.67,147.1,1220.228,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,15,162.364,33.154,34.743,94.467,79.9,1382.592,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,16,93.804,38.868,34.23,20.706,138.2,1476.396,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,17,88.562,33.19,34.709,20.663,146.4,1564.958,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,18,89.69,33.259,35.3,21.131,144.6,1654.648,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,19,89.022,33.148,34.535,21.339,145.7,1743.67,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,20,89.881,34.438,34.797,20.646,144.3,1833.551,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,21,88.322,33.413,34.296,20.613,146.8,1921.873,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,22,88.791,33.253,34.982,20.556,146,2010.664,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,23,89.319,33.596,34.936,20.787,145.2,2099.983,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,24,89.316,33.974,34.465,20.877,145.2,2189.299,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,25,94.827,33.823,36.066,24.938,136.7,2284.126,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,26,152.878,58.543,63.527,30.808,84.8,2437.004,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,27,91.381,34.239,36.168,20.974,141.9,2528.385,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,28,89.284,33.394,35.194,20.696,145.2,2617.669,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,29,88.55,33.45,34.458,20.642,146.4,2706.219,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,30,88.631,33.26,34.669,20.702,146.3,2794.85,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,31,91.798,33.464,36.165,22.169,141.2,2886.648,"Pro","TPC Racing",102.22,2022,"Pirelli"
71,1,32,133.641,50.146,53.589,29.906,97,3020.289,"Pro","TPC Racing",102.22,2022,"Pirelli"
88,2,1,91.418,35.319,35.629,20.47,141.8,91.418,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,2,2,87.255,32.712,34.39,20.153,148.6,178.673,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,2,3,86.196,32.252,33.886,20.058,150.4,264.869,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,2,4,86.203,32.194,33.759,20.25,150.4,351.072,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,2,5,86.364,32.416,33.631,20.317,150.1,437.436,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,2,6,87.679,32.723,34.66,20.296,147.9,525.115,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,2,7,87.825,32.782,34.634,20.409,147.6,612.94,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,2,8,86.989,32.59,34.085,20.314,149.1,699.929,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,2,9,87.281,32.689,34.236,20.356,148.6,787.21,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,2,10,87.288,32.703,34.234,20.351,148.5,874.498,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,2,11,87.788,32.953,34.351,20.484,147.7,962.286,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,2,12,88.636,32.801,35.327,20.508,146.3,1050.922,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,2,13,89.111,33.172,34.368,21.571,145.5,1140.033,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,2,14,162.827,33.194,34.517,95.116,79.6,1302.86,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,15,91.983,37.573,34.041,20.369,141,1394.843,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,16,87.369,32.978,34.094,20.297,148.4,1482.212,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,17,87.018,32.786,33.938,20.294,149,1569.23,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,18,87.686,32.959,34.16,20.567,147.9,1656.916,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,19,88.781,33.037,34.992,20.752,146,1745.697,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,20,89.384,34.167,34.376,20.841,145.1,1835.081,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,21,87.862,33.212,34.126,20.524,147.6,1922.943,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,22,88.083,33.191,34.508,20.384,147.2,2011.026,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,23,89.146,33.645,34.947,20.554,145.4,2100.172,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,24,89.29,33.966,34.6,20.724,145.2,2189.462,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,25,95.143,34.052,36.07,25.021,136.3,2284.605,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,26,152.617,59.277,62.57,30.77,85,2437.222,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,27,89.904,34.191,34.858,20.855,144.2,2527.126,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,28,89.148,33.531,34.519,21.098,145.4,2616.274,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,29,88.517,33.631,34.425,20.461,146.5,2704.791,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,30,88.308,33.328,34.484,20.496,146.8,2793.099,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,31,92.876,33.287,36.316,23.273,139.6,2885.975,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
88,1,32,133.608,50.037,53.788,29.783,97,3019.583,"Pro","Taurino Racing by D Motorsports",102.22,2022,"Pirelli"
1,1,1,106.38,47.906,37.651,20.823,121.9,106.38,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,1,2,90.329,33.798,35.635,20.896,143.5,196.709,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,1,3,87.559,32.877,33.625,21.057,148.1,284.268,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,1,4,87.178,32.713,34.369,20.096,148.7,371.446,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,1,5,86.33,32.085,33.933,20.312,150.2,457.776,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,1,6,86.065,32.018,33.927,20.12,150.7,543.841,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,1,7,86.748,32.356,34.185,20.207,149.5,630.589,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,1,8,87.687,32.119,34.383,21.185,147.9,718.276,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,1,9,103.153,35.948,41.818,25.387,125.7,821.429,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,1,10,123.013,49.294,39.644,34.075,105.4,944.442,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,1,11,143.166,59.72,50.088,33.358,90.6,1087.608,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,1,12,145.676,60.504,52.346,32.826,89,1233.284,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,1,13,147.937,62.981,51.443,33.513,87.6,1381.221,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,1,14,127.971,49.491,50.546,27.934,101.3,1509.192,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,1,15,160.948,32.699,34.786,93.463,80.6,1670.14,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,2,16,92.586,38.424,33.751,20.411,140,1762.726,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,2,17,87.74,32.766,34.602,20.372,147.8,1850.466,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,2,18,86.99,32.594,33.88,20.516,149.1,1937.456,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,2,19,86.927,32.609,33.814,20.504,149.2,2024.383,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,2,20,87.036,32.436,34.164,20.436,149,2111.419,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,2,21,85.867,32.41,33.284,20.173,151,2197.286,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,2,22,87.506,32.716,34.422,20.368,148.2,2284.792,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,2,23,86.202,32.668,33.347,20.187,150.4,2370.994,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,2,24,86.017,32.374,33.334,20.309,150.7,2457.011,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,2,25,86.328,32.399,33.576,20.353,150.2,2543.339,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,2,26,87.477,32.686,34.371,20.42,148.2,2630.816,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,2,27,86.371,32.627,33.386,20.358,150.1,2717.187,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,2,28,86.581,32.586,33.471,20.524,149.8,2803.768,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,2,29,86.559,32.803,33.325,20.431,149.8,2890.327,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,2,30,87.025,32.905,33.648,20.472,149,2977.352,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
1,2,31,87.385,32.909,33.945,20.531,148.4,3064.737,"Pro","Wayne Taylor Racing",81.37,2022,"Pirelli"
23,1,1,89.718,35.304,34.114,20.3,144.5,89.718,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,2,86.892,32.626,34.027,20.239,149.2,176.61,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,3,86.062,32.218,33.559,20.285,150.7,262.672,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,4,85.852,32.264,33.519,20.069,151,348.524,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,5,85.943,32.273,33.476,20.194,150.9,434.467,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,6,85.533,31.987,33.453,20.093,151.6,520,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,7,85.918,32.183,33.619,20.116,150.9,605.918,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,8,85.684,32.158,33.357,20.169,151.3,691.602,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,9,122.194,50.332,46.209,25.653,106.1,813.796,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,10,123.519,48.644,38.958,35.917,105,937.315,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,11,143.592,58.185,52.9,32.507,90.3,1080.907,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,12,145.227,57.726,54.469,33.032,89.3,1226.134,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,13,148.146,58.887,55.633,33.626,87.5,1374.28,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,14,130.339,48.644,53.94,27.755,99.5,1504.619,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,15,163.4,32.695,33.965,96.74,79.4,1668.019,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,16,93.872,39.011,34.167,20.694,138.1,1761.891,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,17,88.227,32.634,34.939,20.654,147,1850.118,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,18,87.15,32.498,34.079,20.573,148.8,1937.268,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,19,87.568,32.502,33.872,21.194,148.1,2024.836,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,20,87.427,32.657,34.216,20.554,148.3,2112.263,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,21,87.375,32.78,34.137,20.458,148.4,2199.638,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,22,87.381,32.563,34.168,20.65,148.4,2287.019,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,23,88.329,33.098,34.483,20.748,146.8,2375.348,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,24,88.131,33.314,34.043,20.774,147.1,2463.479,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,25,88.572,33.051,34.36,21.161,146.4,2552.051,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,26,88.689,32.863,34.993,20.833,146.2,2640.74,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,27,89.224,33.659,34.803,20.762,145.3,2729.964,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,28,87.6,32.822,34.406,20.372,148,2817.564,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,29,87.824,32.789,34.429,20.606,147.6,2905.388,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,30,87.647,32.758,34.337,20.552,147.9,2993.035,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
23,1,31,87.85,32.531,34.713,20.606,147.6,3080.885,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,1,89.264,34.639,34.285,20.34,145.3,89.264,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,2,86.139,32.462,33.485,20.192,150.5,175.403,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,3,86.214,32.39,33.619,20.205,150.4,261.617,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,4,85.633,32.258,33.348,20.027,151.4,347.25,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,5,99.372,32.208,33.638,33.526,130.5,446.622,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,6,90.891,37.24,33.552,20.099,142.7,537.513,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,7,86.121,32.332,33.518,20.271,150.6,623.634,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,8,87.523,32.45,33.763,21.31,148.1,711.157,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,9,109.546,40.238,43.647,25.661,118.4,820.703,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,10,122.964,48.632,39.428,34.904,105.4,943.667,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,11,142.986,59.184,50.788,33.014,90.7,1086.653,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,12,145.566,60.056,52.844,32.666,89.1,1232.219,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,13,148.182,62.195,51.981,34.006,87.5,1380.401,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
27,1,14,128.424,49.046,51.348,28.03,101,1508.825,"Pro","Dream Racing Motorsport",81.37,2022,"Pirelli"
