"NUMBER","DRIVER_NUMBER","LAP_NUMBER","LAP_TIME","S1","S2","S3","KPH","ELAPSED","CLASS","TEAM","AVG_TRACK_TEMP","YEAR","TIRE_TYPE"
3,1,28,90.52,33.56,35.561,21.399,143.2,2580.012,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
3,1,29,92.88,34.861,36.036,21.983,139.6,2672.892,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
3,1,30,90.226,33.651,35.439,21.136,143.7,2763.118,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
3,1,31,91.298,34.045,35.404,21.849,142,2854.416,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
3,1,32,91.422,34.17,35.899,21.353,141.8,2945.838,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
3,1,33,91.374,33.946,35.913,21.515,141.9,3037.212,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
3,1,34,92.319,33.858,37.052,21.409,140.4,3129.531,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,1,101.656,42.828,37.411,21.417,127.5,101.656,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,2,88.704,33.135,34.971,20.598,146.2,190.36,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,3,89.156,33.36,34.929,20.867,145.4,279.516,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,4,87.703,33.059,34.081,20.563,147.8,367.219,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,5,87.572,32.834,34.214,20.524,148.1,454.791,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,6,87.889,32.95,34.386,20.553,147.5,542.68,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,7,88.347,33.12,34.454,20.773,146.8,631.027,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,8,88.38,33.047,34.555,20.778,146.7,719.407,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,9,88.372,33.001,34.567,20.804,146.7,807.779,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,10,88.302,33.17,34.402,20.73,146.8,896.081,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,11,88.521,33.245,34.511,20.765,146.5,984.602,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,12,89.147,33.198,35.108,20.841,145.4,1073.749,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,13,88.743,33.311,34.643,20.789,146.1,1162.492,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,14,165.554,33.581,35.374,96.599,78.3,1328.046,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,15,94.396,38.499,35.038,20.859,137.4,1422.442,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,16,88.88,33.375,34.659,20.846,145.9,1511.322,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,17,89.589,33.692,35.034,20.863,144.7,1600.911,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,18,88.614,33.255,34.437,20.922,146.3,1689.525,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,19,88.663,33.226,34.556,20.881,146.2,1778.188,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,20,88.842,33.491,34.543,20.808,145.9,1867.03,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,21,89.398,33.506,34.987,20.905,145,1956.428,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,22,89.791,33.486,35.033,21.272,144.4,2046.219,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,23,89.65,33.866,34.809,20.975,144.6,2135.869,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,24,90.383,33.791,35.24,21.352,143.5,2226.252,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,25,90.105,33.889,35.111,21.105,143.9,2316.357,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,26,90.883,33.804,35.913,21.166,142.7,2407.24,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,27,90.192,33.801,35.24,21.151,143.8,2497.432,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,28,90.603,33.805,35.324,21.474,143.1,2588.035,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,29,91.887,34.142,35.668,22.077,141.1,2679.922,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,30,91.945,34.713,36.143,21.089,141,2771.867,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,31,89.904,33.884,35.044,20.976,144.2,2861.771,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,32,90.217,33.961,35.128,21.128,143.7,2951.988,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,33,90.431,34.021,35.225,21.185,143.4,3042.419,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
44,1,34,91.83,33.803,36.725,21.302,141.2,3134.249,"Pro","Ansa Motorsports",96.76,2021,"Pirelli"
48,1,1,101.175,42.661,37.123,21.391,128.2,101.175,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,2,88.576,33.007,34.529,21.04,146.4,189.751,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,3,89.093,33.249,35.028,20.816,145.5,278.844,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,4,87.505,32.714,34.173,20.618,148.2,366.349,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,5,87.37,32.659,34.134,20.577,148.4,453.719,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,6,86.896,32.532,33.857,20.507,149.2,540.615,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,7,87.656,32.699,34.314,20.643,147.9,628.271,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,8,88.113,32.996,34.311,20.806,147.2,716.384,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,9,89.034,33.188,35.017,20.829,145.6,805.418,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,10,88.154,33.412,34.109,20.633,147.1,893.572,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,11,88.656,33.111,34.852,20.693,146.3,982.228,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,12,88.933,33.382,34.864,20.687,145.8,1071.161,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,13,89.357,33.751,34.597,21.009,145.1,1160.518,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,14,89.812,33.843,35.172,20.797,144.4,1250.33,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,15,90.116,33.742,35.629,20.745,143.9,1340.446,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,16,163.666,32.865,34.653,96.148,79.2,1504.112,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,17,92.607,37.606,34.284,20.717,140,1596.719,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,18,88.076,32.951,34.348,20.777,147.2,1684.795,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,19,88.928,33.234,34.745,20.949,145.8,1773.723,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,20,88.939,33.322,34.606,21.011,145.8,1862.662,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,21,88.933,33.488,34.459,20.986,145.8,1951.595,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,22,91.894,33.501,34.75,23.643,141.1,2043.489,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,23,89.079,33.348,34.406,21.325,145.6,2132.568,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,24,89.859,34.384,34.569,20.906,144.3,2222.427,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,25,88.842,33.363,34.624,20.855,145.9,2311.269,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,26,90.629,33.303,36.027,21.299,143.1,2401.898,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,27,89.612,33.401,34.675,21.536,144.7,2491.51,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,28,89.245,33.262,34.968,21.015,145.3,2580.755,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,29,92.507,34.628,35.746,22.133,140.2,2673.262,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,30,90.113,33.638,35.241,21.234,143.9,2763.375,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,31,90.784,34.044,35.193,21.547,142.8,2854.159,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,32,89.226,33.311,34.836,21.079,145.3,2943.385,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,33,88.933,33.403,34.508,21.022,145.8,3032.318,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
48,1,34,91.643,33.754,36.04,21.849,141.5,3123.961,"Pro","Kelly-Moss Road and Race",96.76,2021,"Pirelli"
6,2,1,88.917,34.087,34.362,20.468,145.8,88.917,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,2,2,87.419,33.103,33.918,20.398,148.3,176.336,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,2,3,87.393,32.948,34.052,20.393,148.4,263.729,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,2,4,87.132,33.008,33.809,20.315,148.8,350.861,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,2,5,87.581,33.164,33.951,20.466,148,438.442,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,2,6,87.107,32.862,33.861,20.384,148.9,525.549,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,2,7,87.304,32.981,33.927,20.396,148.5,612.853,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,2,8,87.274,32.918,33.883,20.473,148.6,700.127,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,2,9,87.757,33.182,34.069,20.506,147.8,787.884,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,2,10,87.74,33.076,34.168,20.496,147.8,875.624,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,2,11,87.789,33.07,34.15,20.569,147.7,963.413,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,2,12,89.513,34.178,34.761,20.574,144.9,1052.926,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,2,13,89.583,33.308,35.394,20.881,144.7,1142.509,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,2,14,160.847,33.803,34.497,92.547,80.6,1303.356,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,15,92.839,37.565,34.436,20.838,139.7,1396.195,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,16,89.006,33.499,34.499,21.008,145.7,1485.201,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,17,88.787,33.462,34.422,20.903,146,1573.988,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,18,89.321,33.505,34.8,21.016,145.2,1663.309,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,19,89.145,33.417,34.784,20.944,145.4,1752.454,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,20,90.165,33.346,35.245,21.574,143.8,1842.619,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,21,90.447,33.795,35.126,21.526,143.4,1933.066,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,22,89.968,33.761,34.965,21.242,144.1,2023.034,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,23,90.163,33.636,35.38,21.147,143.8,2113.197,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,24,90.069,34.175,34.83,21.064,144,2203.266,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,25,89.254,33.477,34.664,21.113,145.3,2292.52,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,26,90.301,33.557,35.353,21.391,143.6,2382.821,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,27,89.562,33.601,34.776,21.185,144.8,2472.383,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,28,90.308,33.982,35.13,21.196,143.6,2562.691,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,29,90.781,34.561,35.067,21.153,142.8,2653.472,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,30,90.868,33.867,35.616,21.385,142.7,2744.34,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,31,90.411,33.857,35.322,21.232,143.4,2834.751,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,32,91.361,34.951,35.086,21.324,141.9,2926.112,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,33,90.563,34.068,35.12,21.375,143.2,3016.675,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
6,1,34,92.293,34.181,36.524,21.588,140.5,3108.968,"Pro","O'Gara Motorsport / USRT",96.76,2021,"Pirelli"
61,1,1,93.152,37.04,35.34,20.772,139.2,93.152,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,2,88.499,33.334,34.562,20.603,146.5,181.651,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,3,88.552,33.395,34.499,20.658,146.4,270.203,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,4,88.186,32.962,34.606,20.618,147,358.389,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,5,88.444,33.126,34.518,20.8,146.6,446.833,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,6,88.158,33.136,34.424,20.598,147.1,534.991,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,7,88.565,33.023,34.813,20.729,146.4,623.556,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,8,88.625,33.029,34.802,20.794,146.3,712.181,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,9,88.575,33.063,34.699,20.813,146.4,800.756,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,10,89.37,33.129,35.324,20.917,145.1,890.126,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,11,89.547,33.297,35.23,21.02,144.8,979.673,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,12,89.879,33.491,35.322,21.066,144.3,1069.552,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,13,90.042,33.519,35.353,21.17,144,1159.594,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,14,90.303,34.184,35.159,20.96,143.6,1249.897,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,15,167.456,33.923,37.569,95.964,77.4,1417.353,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,16,95.506,39.143,35.324,21.039,135.8,1512.859,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,17,89.934,33.56,35.349,21.025,144.2,1602.793,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,18,90.234,33.66,35.555,21.019,143.7,1693.027,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,19,90.11,33.515,35.462,21.133,143.9,1783.137,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,20,90.034,33.76,35.213,21.061,144,1873.171,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,21,90.255,33.708,35.485,21.062,143.7,1963.426,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,22,90.853,33.913,35.614,21.326,142.7,2054.279,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,23,90.601,34.029,35.393,21.179,143.1,2144.88,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,24,90.931,33.829,35.816,21.286,142.6,2235.811,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,25,91.106,34.055,35.824,21.227,142.3,2326.917,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,26,91.234,33.932,35.931,21.371,142.1,2418.151,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,27,91.541,34.138,35.989,21.414,141.6,2509.692,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,28,91.041,34.05,35.797,21.194,142.4,2600.733,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,29,91.447,34.039,35.943,21.465,141.8,2692.18,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,30,91.326,33.976,35.711,21.639,142,2783.506,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,31,92.57,34.692,36.217,21.661,140.1,2876.076,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,32,92.847,34.637,36.145,22.065,139.7,2968.923,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,33,91.869,34.373,35.901,21.595,141.1,3060.792,"Pro","MCR racing",96.76,2021,"Pirelli"
61,1,34,94.818,34.262,38.974,21.582,136.7,3155.61,"Pro","MCR racing",96.76,2021,"Pirelli"
1,2,1,88.683,34.013,34.196,20.474,146.2,88.683,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,2,2,86.107,32.439,33.629,20.039,150.6,174.79,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,2,3,85.468,32.087,33.377,20.004,151.7,260.258,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,2,4,85.396,31.913,33.519,19.964,151.8,345.654,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,2,5,85.615,32.171,33.379,20.065,151.4,431.269,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,2,6,85.421,32.049,33.299,20.073,151.8,516.69,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,2,7,85.692,32.23,33.469,19.993,151.3,602.382,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,2,8,85.443,32.192,33.224,20.027,151.8,687.825,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,2,9,85.916,32.324,33.553,20.039,150.9,773.741,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,2,10,85.944,32.326,33.486,20.132,150.9,859.685,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,2,11,86.566,32.448,33.657,20.461,149.8,946.251,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,2,12,86.258,32.536,33.513,20.209,150.3,1032.509,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,2,13,86.658,32.551,33.817,20.29,149.6,1119.167,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,2,14,86.513,32.62,33.62,20.273,149.9,1205.68,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,2,15,159.598,32.834,33.609,93.155,81.2,1365.278,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,16,94.012,38.42,35.119,20.473,137.9,1459.29,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,17,87.648,32.789,34.185,20.674,147.9,1546.938,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,18,87.82,32.96,34.437,20.423,147.6,1634.758,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,19,88.273,33.131,34.613,20.529,146.9,1723.031,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,20,87.702,32.941,34.195,20.566,147.8,1810.733,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,21,89.268,33.34,35.363,20.565,145.2,1900.001,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,22,87.911,32.923,34.386,20.602,147.5,1987.912,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,23,88.01,33.156,34.272,20.582,147.3,2075.922,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,24,88.342,33.184,34.518,20.64,146.8,2164.264,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,25,106.486,38.782,42.255,25.449,121.8,2270.75,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,26,162.497,64.593,66.569,31.335,79.8,2433.247,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,27,88.093,33.186,34.371,20.536,147.2,2521.34,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,28,88.09,33.038,34.432,20.62,147.2,2609.43,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,29,87.893,32.955,34.356,20.582,147.5,2697.323,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,30,87.95,33.083,34.179,20.688,147.4,2785.273,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,31,97.362,33.066,37.894,26.402,133.2,2882.635,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
1,1,32,135.498,50.33,54.105,31.063,95.7,3018.133,"Pro","Wayne Taylor Racing",102.22,2022,"Pirelli"
23,1,1,91.066,35.119,35.505,20.442,142.4,91.066,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,2,86.911,32.659,33.897,20.355,149.2,177.977,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,3,86.199,32.26,33.748,20.191,150.4,264.176,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,4,86.036,32.229,33.674,20.133,150.7,350.212,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,5,86.232,32.36,33.7,20.172,150.4,436.444,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,6,86.536,32.305,34.006,20.225,149.8,522.98,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,7,87.213,32.765,33.968,20.48,148.7,610.193,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,8,86.801,32.451,34.037,20.313,149.4,696.994,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,9,86.923,32.486,34.088,20.349,149.2,783.917,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,10,86.947,32.635,33.999,20.313,149.1,870.864,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,11,87.257,32.615,33.852,20.79,148.6,958.121,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,12,87.117,32.697,34.075,20.345,148.8,1045.238,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,13,89.607,34.345,34.769,20.493,144.7,1134.845,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,14,163.707,33.1,34.493,96.114,79.2,1298.552,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,15,92.548,37.96,34.15,20.438,140.1,1391.1,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,16,87.792,32.864,34.372,20.556,147.7,1478.892,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,17,88.581,33.297,34.467,20.817,146.4,1567.473,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,18,88.591,33.198,34.612,20.781,146.4,1656.064,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,19,88.851,33.137,34.683,21.031,145.9,1744.915,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,20,89.695,34.076,35.029,20.59,144.6,1834.61,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,21,88.017,33.294,34.199,20.524,147.3,1922.627,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,22,89.109,33.081,35.368,20.66,145.5,2011.736,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,23,89.176,33.423,35.007,20.746,145.4,2100.912,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,24,89.537,33.985,34.787,20.765,144.8,2190.449,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,25,95.009,33.642,35.798,25.569,136.5,2285.458,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,26,152.383,59.258,62.328,30.797,85.1,2437.841,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,27,92.122,35.25,36.059,20.813,140.7,2529.963,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,28,89.329,33.48,34.905,20.944,145.2,2619.292,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,29,90.174,33.966,35.226,20.982,143.8,2709.466,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,30,89.446,33.317,35.387,20.742,145,2798.912,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,31,90.421,33.788,35.428,21.205,143.4,2889.333,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
23,1,32,132.496,50.268,52.593,29.635,97.9,3021.829,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,1,89.398,34.435,34.513,20.45,145,89.398,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,2,86.606,32.656,33.777,20.173,149.7,176.004,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,3,86.139,32.293,33.65,20.196,150.5,262.143,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,4,85.992,32.246,33.597,20.149,150.8,348.135,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,5,85.951,32.276,33.578,20.097,150.9,434.086,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,6,85.99,32.253,33.595,20.142,150.8,520.076,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,7,86.293,32.352,33.682,20.259,150.3,606.369,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,8,86,32.385,33.467,20.148,150.8,692.369,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,9,86.484,32.451,33.795,20.238,149.9,778.853,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,10,86.423,32.451,33.657,20.315,150,865.276,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,11,86.857,32.612,33.927,20.318,149.3,952.133,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,12,88.028,32.881,34.93,20.217,147.3,1040.161,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,13,87.653,32.931,34.227,20.495,147.9,1127.814,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,14,87.793,33.168,34.16,20.465,147.7,1215.607,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,15,163.411,32.903,34.261,96.247,79.3,1379.018,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,16,93.644,38.651,34.463,20.53,138.5,1472.662,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
27,1,17,88.92,33.213,34.931,20.776,145.8,1561.582,"Pro","Dream Racing Motorsport",102.22,2022,"Pirelli"
